epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
132,5245.15,0.15385,0.13743,0.80122,0.99857,0.99842,0.995,0.99463,0.05446,0.05745,0.66831,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155
133,5284.61,0.15451,0.13768,0.80066,0.99886,0.99813,0.995,0.99463,0.05426,0.05794,0.66829,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
134,5324.1,0.15347,0.13677,0.80031,0.99916,0.99806,0.995,0.99431,0.05429,0.05724,0.66824,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165
135,5363.46,0.15231,0.13733,0.79959,0.99912,0.99841,0.995,0.99431,0.05363,0.05649,0.66814,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
136,5402.88,0.15461,0.1371,0.79955,0.99915,0.9984,0.995,0.99464,0.05331,0.05748,0.6682,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175
137,5442.69,0.15182,0.13609,0.80122,0.99911,0.99841,0.995,0.99431,0.05296,0.05615,0.66813,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
138,5482.69,0.15175,0.1358,0.80105,0.99938,0.99803,0.995,0.99431,0.05287,0.05587,0.66795,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185
139,5522.82,0.14839,0.13429,0.79968,0.99978,0.99762,0.995,0.99463,0.05304,0.0557,0.66797,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
140,5563.17,0.15307,0.13594,0.80065,0.9999,0.9977,0.995,0.99463,0.05295,0.05614,0.66794,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195
141,5602.8,0.14786,0.13323,0.80061,0.99978,0.99781,0.995,0.99463,0.05293,0.05607,0.66782,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
142,5642.36,0.14957,0.1333,0.79896,0.99962,0.99792,0.995,0.99431,0.05273,0.05551,0.66778,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205
143,5681.91,0.14843,0.13391,0.80102,0.99949,0.99797,0.995,0.99464,0.05301,0.05542,0.66785,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
144,5721.45,0.1449,0.13143,0.79732,0.99957,0.99796,0.995,0.99431,0.05298,0.05555,0.66782,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215
145,5761.22,0.14517,0.1307,0.79877,0.99952,0.99801,0.995,0.99431,0.05255,0.05523,0.66774,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
146,5800.74,0.14334,0.13027,0.79784,0.99949,0.99805,0.995,0.99431,0.05214,0.0557,0.66771,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225
147,5840.26,0.1454,0.13146,0.80083,0.99931,0.99806,0.995,0.99464,0.05173,0.05547,0.66758,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
148,5880.14,0.14338,0.12968,0.79788,0.99928,0.99832,0.995,0.99464,0.05134,0.0545,0.6675,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235
149,5919.59,0.14416,0.12974,0.79906,0.99971,0.99793,0.995,0.99464,0.05097,0.05394,0.66738,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
150,5959.14,0.14158,0.12877,0.79931,0.99975,0.99804,0.995,0.99463,0.05064,0.05401,0.66728,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245
